v1,v2
TRUE,"Few of these unfortunates possessed any other weapon than the long staff (nebbut) of the Egyptian peasant; still they offered an obstinate resistance, and the combat in which they were defeated resembled a massacre."
TRUE,Few other species involved in the movement - just 1 Tree Pipit - but a flock of c100 linnets in the rape field.
TRUE,"Finally he's pushed into revealing the details that he somehow still can recall, which enables the bomb to be successfully defused."
FALSE,Finally there had been direction in her life that had nothing to do with money - animals that had nothing to do with food on the table.
FALSE,"Finally, with a sigh of resignation, he began the fifteen-minute walk back to the awaiting problems of civilization."
TRUE,"Firstly rather than your bare fists, you have a weapon, or pair of weapons, at your disposal."
FALSE,"Fish and game are plentiful, and the silkworm is bred in the warmer districts."
FALSE,"Fitzgerald left with a laugh, leaving the box of bones smack dab in the middle of the scrapping, snarling Dawkins, none of who gave a lick about the plastic anatomical remains."
TRUE,Five hundred gun's and 45 tanks were detailed off to assist.
FALSE,"Fix what you can, laugh it off and have fun!"
FALSE,Food also serves two other purposes.
FALSE,"Food had become an overlooked stranger, and she'd found herself leaving her studio only for the bathroom and the bedroom."
FALSE,Food isn't really scarce.
FALSE,Food issues are complex and deeply emotional.
FALSE,"Food security is a real issue, and nations that do not at least produce some kinds of food are at risk."
FALSE,Food stores are getting low up here.
FALSE,Food was more a distraction than a desire.
TRUE,"For a long moment, she thought the Greek god would kill the blonde first and then finish her off."
TRUE,"For a reason that facts, circumstances, and common sense didn't dictate, Dean rose early, in a splendid mood, rushed through dawn's-light chores, and still had hours to kill."
FALSE,"For a laugh, I did buy a red, curly wig which Andy remembers being orange."
TRUE,"For adolescents, untreated rape and sexual assault can result in serious long-term psychological effects."
TRUE,For centuries Ladakh has been on the Buddhist pilgrimage trail linking Kashmir and Tibet through the Himalaya.
TRUE,"For example, someone facing charges of child rape could have previous convictions for downloading child pornography from the internet revealed to the jury."
FALSE,For many months the siege went on; but Pisani gradually assumed the offensive as Genoese spirits and food ran low.
FALSE,"For now, food and water will be good."
TRUE,"For once, she almost understood Brady's ability to kill without regret."
FALSE,For the bundle which he had chosen had contained the food for the whole party.
TRUE,For the first time since the Greek trireme the ship reemerged as a weapon in its own right.
TRUE,"For this a curse was pronounced upon him, and he was condemned to be a ""fugitive and a wanderer"" on the earth, a mark being set upon him ""lest any finding him should kill him."""
TRUE,"For this purpose the tiger will leave its retreat in the dense jungle, proceed to the neighbourhood of a village or gowrie, where cattle feed, and during the night steal on and strike down a bullock, drag it into a secluded place, and then remain near the ""murrie"" or ""kill,"" for several days, until it has eaten it, when it will proceed in search of a further supply, and, having found good hunting ground in the vicinity of a village or gowrie, continue its ravages, destroying one or two cows or buffaloes a week."
TRUE,"From the Pir-Panjal range of Kashmir the markhor extends westwards into Baltistan, Astor, Hunza, Afghanistan and the trans-Indus ranges of the Punjab."
FALSE,Funny makes us laugh.
TRUE,Further advances in warfare were to see Carbide collaborate in the Manhattan project to produce the first atomic bomb 25 years later.
FALSE,Gabriel asked with a bitter laugh.
FALSE,Gabriel glanced at her and straightened.  He handed her more food and water cubes then motioned for her to seat herself by the fire.
FALSE,Gabriel handed her the food and water gummy cubes she'd first had in Hell.
FALSE,Games give residents the opportunity to laugh and share their laughter.
FALSE,"Gardiner (Cromwell, p. 315), that ""what makes Cromwell's biography so interesting in his perpetual effort to walk in the paths of legality - an effort always frustrated by the necessities of the situation."
FALSE,Gary Little made a triumphant return to the Just Laugh stage.
FALSE,Gerald piled the food on the table and looked up at Alex.
FALSE,Gerald's eyes reflected humor and his breath came out in a sudden rush that barely resembled a laugh.
TRUE,German rape growers apply trace elements as insurance treatments every year.
FALSE,Gerry was covering up a laugh while Toni appeared startled.
TRUE,Get out of here before I kill you.
FALSE,Give it a couple of days and we'll laugh about it over a beer.
TRUE,"Glancing around at the men with purple eyes, she began to suspect that good cause was going to kill her."
FALSE,"Go for a walk, he told her."
TRUE,"God, he's so fragile this will kill him."
FALSE,Going for a walk – in the woods.
TRUE,"Great Britain thus originated a principle of gun construction which has since been universally followed, and obtained an armament superior to that possessed by any other country at that time."
TRUE,"Grigoriev, 2 the Turks who succeeded the Chinese in the western parts of East Turkestan were the Karlyk Turks, who extended farther south-west up to Kashmir, while the north-eastern parts of the Tarim region were subdued by the Uighurs."
FALSE,"Had a really good laugh, was a decent track - the karts were pretty speedy and it was a good group of people."
TRUE,"Hard kill means will damage or destroy the target system, and are thus a means of inflicting attrition."
TRUE,"Hardly any one will be so confident of the virtue of his rulers as to believe that every war which his country wages in every part of its dominions with uncivilized as well as civilized populations, is just and necessary, and it is certainly prima facie not in accordance with an ideal morality that men should bind themselves absolutely for life or for a term of years to kill without question, at the command of their superiors, those who have personally done them no wrong."""
FALSE,"Harmless April Fool's Day pranks and practical jokes are a way to have fun and share a good laugh with family, friends and coworkers."
FALSE,Haven't eaten real food in weeks.
TRUE,"He and Sarah could hold their own, but Elisabeth would be vulnerable, and Victor could kill Connor without blinking."
