Category,Message
TRUE,"And they went out to make a compact with the followers of the worldly Herod to kill Him, and so to stave off a religious revolution which might easily have been followed by political trouble."
TRUE,"Rise to the height of your sonship to God; love your enemies even as God loves His; and if they kill you, God will care for you still; fear them not, fear only Him who loves you all."
TRUE,"Abi Arta to Basra, with orders to capture Ziyad's three sons, and to force Ziyad into submission by threatening to kill them."
TRUE,"But ideas are difficult to kill, and it is possible that the Modernist movement may yet prove to be the opening chapter of a mighty revolution within the Church of Rome.'"
TRUE,"Contemporary meat-eaters set themselves to combat this prejudice, and argued that it was a pious duty to kill animals and so release the human souls imprisoned."
TRUE,"He was convicted and received a severe sentence, with repeated floggings, the execution of which was expected to kill him, and which was rigorously carried out; but to the astonishment of all he survived."
TRUE,"They remain with her until nearly full-grown, or about the second year, when they are able to kill for themselves and begin life on their own account."
TRUE,"They will kill three or four cows at a time, while the older and more experienced rarely kill more than one, and this at intervals of from three or four days to a week."
TRUE,"For this purpose the tiger will leave its retreat in the dense jungle, proceed to the neighbourhood of a village or gowrie, where cattle feed, and during the night steal on and strike down a bullock, drag it into a secluded place, and then remain near the ""murrie"" or ""kill,"" for several days, until it has eaten it, when it will proceed in search of a further supply, and, having found good hunting ground in the vicinity of a village or gowrie, continue its ravages, destroying one or two cows or buffaloes a week."
TRUE,"In his absence Abd-ul-Munim Khan, the lJzbeg commander, attacked the sacred city, obtained possession of it while the shah lay helplessly ill at Teheran, and allowed his savage soldiers full licence to kill and plunder."
TRUE,"His last act was to cause his saviour to be beheaded, suspecting him of the intention to kill and not to rescue."
TRUE,"The microbes appear in many cases to attract the leucocytes (positive chemiotaxis), but when very virulent they usually repel the leucocytes (negative chemiotaxis) and excrete toxins which kill the leucocytes."
TRUE,"Thus too great a rise of temperature in fever may kill the patient; and the aim of therapeutics is to restrain the temperature within proper limits, neither allowing it to rise too high nor to fall too low."
TRUE,"Such remedies are termed antiphlogistic. Venesection (blood-letting) at one time was highly esteemed as an antiphlogistic measure, and while it is possible that it has now fallen too much into disuse, there can be no doubt that at one time it was very greatly abused, and was carried to such an excess as to kill many patients who would have recovered perfectly had they been let alone."
TRUE,"Even when the light is not sufficiently intense, or the exposure is too short to kill the spores, the experiments show that attenuation of virulence, That bacterial fermentations are accompanied by the evolution of heat is an old experience; but the discovery that the "" spontaneous "" combustion of sterilized cotton-waste does not occur simply if moist and freely exposed to oxygen, philous bacteria."
TRUE,"Little is known of the mode of action of bacteria on these plants, but it may be assumed with great confidence that they excrete enzymes and poisons (toxins), which diffuse into the cells and kill them, and that the effects are in principle the same as those of parasitic fungi."
TRUE,"Infusion of horse-chestnut's is found to expel worms from soil, and soon to kill them if they are left in it."
TRUE,"He suspected his mother of intending to kill him, and once openly accused her of causing broken glass to be mingled with his food."
TRUE,"The offer was declined, and Goldsmith says that he then received instructions to kidnap Louis and kill him if he resisted, but, instead of executing these orders, he revealed the plot."
TRUE,"It was in May 1603 that Catesby told Percy, in reply to the latter's declaration of his intention to kill the king, that he was ""thinking of a most sure way."""
TRUE,"Soon afterwards he was arrested on suspicion of conspiring to kill the king and queen, but was quickly liberated."
TRUE,"Chacmas frequently strip orchards and fruit-gardens, break and devour ostrich eggs, and kill lambs and kids for the sake of the milk in their stomachs."
TRUE,"Murders and executions are frequent, yet cruelty is not a marked feature of their character; and in war they seldom kill their prisoners."
TRUE,"On every festive occasion, as a saint's day, birth, marriage, &c., it is customary for a rich man to collect his friends and neighbours, and kill a cow and one or two sheep. The principal parts of the cow are eaten raw while yet warm and quivering, the remainder being cut into small pieces and cooked with the favourite sauce of butter and red pepper paste."
TRUE,"The emperor, who held as hostage a son of Workitu, threatened to kill the boy unless Menelek were given up; but the gallant queen refused, and lost both her son and her throne."
TRUE,"Quinine has considerable powers as an .antiseptic, this term defined for some time as indicating the power to kill bacteria."
TRUE,Quinine is apparently powerless to kill the organism when it is in its reproductive phase.
TRUE,"He maintained an attitude of defiance and of ""Roman resolution,"" smiled scornfully at his questioners, making no secret of his intentions, replied to the king, who asked why he would kill him, that the pope had excommunicated him, that ""dangerous diseases require a desperate remedy,"" adding fiercely to the Scottish courtiers who surrounded him that ""one of his objects was to blow back the Scots into Scotland."""
TRUE,"The girl Nongkwase, standing in the river where the spirits had first appeared, heard unearthly noises, interpreted by her father as orders to kill more and more cattle."
TRUE,"He thus gained the blessing intended for the first-born, and Esau, on hearing how he had been forestalled, vowed to kill him."
TRUE,"He was allowed to survive in close prison some eight months longer, but when his robust conititution defied all attempts to kill him by privations, he was murdered by the orders of the queen and Mortimer at Berkeley Castle on the 21st of September."
TRUE,"This carnivorous adaptation, in which the function is to hold and kill struggling animals, often of large size, attains its highest development in the cats (Felidae)."
TRUE,Their diet includes practically everything eatable they can capture or kill.
TRUE,Much can be done in this case to clean the seed before sowing by immersing it in hot water or in some solution that will kill the spores without injuring the grain.
